,name,tl_y,tl_x,br_y,br_x,type,center,side,board,offset_x,offset_y,time
321,1|D59,101.7726,218.7988,103.2396,222.5292,0,0,0,0,0,0,0.054725
322,1|D6,76.73156,176.9997,80.07256,181.8283,0,0,0,0,0,0,0.161324
323,1|D60,93.69555,213.1598,95.16255,216.8902,0,0,0,0,0,0,0.054725
324,1|D61,95.87955,213.1598,97.34655,216.8902,0,0,0,0,0,0,0.054725
325,1|D62,98.57255,213.1598,100.0396,216.8902,0,0,0,0,0,0,0.054727
326,1|D63,101.7726,213.1598,103.2396,216.8902,0,0,0,0,0,0,0.054725
327,1|D64,91.47189,210.2525,95.20224,211.7195,0,0,0,0,0,0,0.054724
328,1|D65,96.34889,210.2525,100.0792,211.7195,0,0,0,0,0,0,0.054724
329,1|D66,101.7329,210.2525,105.4632,211.7195,0,0,0,0,0,0,0.054724
330,1|D67,93.87056,203.9278,94.98756,206.6662,0,0,0,0,0,0,0.030588
331,1|D68,95.75056,204.1818,96.86756,206.9202,0,0,0,0,0,0,0.030588
332,1|D69,98.13756,204.4358,99.25456,207.1742,0,0,0,0,0,0,0.030588
333,1|D7,81.65857,176.9997,84.99957,181.8283,0,0,0,0,0,0,0.161324
334,1|D70,101.0336,204.6898,102.1506,207.4282,0,0,0,0,0,0,0.030588
335,1|D71,93.87056,200.3208,94.98756,203.0592,0,0,0,0,0,0,0.030588
336,1|D72,95.75056,200.3208,96.86756,203.0592,0,0,0,0,0,0,0.030588
337,1|D73,98.13756,200.3208,99.25456,203.0592,0,0,0,0,0,0,0.030588
338,1|D74,101.0336,200.3208,102.1506,203.0592,0,0,0,0,0,0,0.030588
339,1|D75,92.78089,197.8805,95.51924,198.9975,0,0,0,0,0,0,0.030587
340,1|D76,96.38688,197.8805,99.12523,198.9975,0,0,0,0,0,0,0.030587
341,1|D77,100.5019,197.8805,103.2402,198.9975,0,0,0,0,0,0,0.030587
342,1|D78,94.10405,192.5813,94.75405,194.1867,0,0,0,0,0,0,0.010435
343,1|D79,95.47606,192.8353,96.12606,194.4407,0,0,0,0,0,0,0.010435
344,1|D8,87.09456,176.9997,90.43556,181.8283,0,0,0,0,0,0,0.161324
345,1|D80,97.35505,193.0893,98.00505,194.6947,0,0,0,0,0,0,0.010435
346,1|D81,99.74305,193.3433,100.3931,194.9487,0,0,0,0,0,0,0.010436
347,1|D82,94.10405,189.9903,94.75405,191.5957,0,0,0,0,0,0,0.010435
348,1|D83,95.47606,189.9903,96.12606,191.5957,0,0,0,0,0,0,0.010435
349,1|D84,97.35505,189.9903,98.00505,191.5957,0,0,0,0,0,0,0.010435
350,1|D85,99.74305,189.9903,100.3931,191.5957,0,0,0,0,0,0,0.010436
351,1|D86,93.60139,187.979,95.20674,188.629,0,0,0,0,0,0,0.010435
352,1|D87,96.19139,187.979,97.79673,188.629,0,0,0,0,0,0,0.010435
353,1|D88,99.2904,187.979,100.8957,188.629,0,0,0,0,0,0,0.010434
354,1|D89,93.87206,183.9405,95.59406,185.4575,0,0,0,0,0,0,0.026123
355,1|D9,71.54277,171.4445,76.37134,174.7855,0,0,0,0,0,0,0.161323
356,1|D90,96.91907,183.9405,98.64107,185.4575,0,0,0,0,0,0,0.026123
357,1|D91,100.4751,183.9405,102.1971,185.4575,0,0,0,0,0,0,0.026123
358,1|D92,93.87206,181.7055,95.59406,183.2225,0,0,0,0,0,0,0.026123
359,1|D93,96.31306,181.2455,98.03506,182.7625,0,0,0,0,0,0,0.026123
360,1|D94,100.4751,181.7055,102.1971,183.2225,0,0,0,0,0,0,0.026123
361,1|D95,93.87206,178.9875,95.59406,180.5045,0,0,0,0,0,0,0.026123
362,1|D96,96.91907,178.9625,98.64107,180.4795,0,0,0,0,0,0,0.026123
363,1|D97,100.4751,178.9625,102.1971,180.4795,0,0,0,0,0,0,0.026123
364,1|D98,93.70523,174.295,95.86891,176.295,0,0,0,0,0,0,0.043274
365,1|D99,97.16022,174.295,99.3239,176.295,0,0,0,0,0,0,0.043274
366,1|IC1,57.26419,221.618,63.32395,226.392,0,0,0,0,0,0,0.289293
367,1|IC10,57.99784,154.7885,63.80429,158.5235,0,0,0,0,0,0,0.216871
368,1|IC11,141.7002,286.6095,147.7419,291.3705,0,0,0,0,0,0,0.287645
369,1|IC12,150.1332,286.6095,156.1749,291.3705,0,0,0,0,0,0,0.287645
370,1|IC13,141.7002,278.9895,147.7419,283.7505,0,0,0,0,0,0,0.287645
371,1|IC14,150.1332,278.9895,156.1749,283.7505,0,0,0,0,0,0,0.287645
372,1|IC15,141.6239,266.2735,147.8182,276.1465,0,0,0,0,0,0,0.611563
373,1|IC16,150.0569,266.2735,156.2512,276.1465,0,0,0,0,0,0,0.611563
374,1|IC17,141.6239,253.5735,147.8182,263.4465,0,0,0,0,0,0,0.611563
375,1|IC18,150.0569,253.5735,156.2512,263.4465,0,0,0,0,0,0,0.611563
376,1|IC19,140.5476,243.532,148.0826,250.628,0,0,0,0,0,0,0.534684
377,1|IC2,58.47818,214.428,64.53794,219.202,0,0,0,0,0,0,0.289293
378,1|IC20,149.7926,243.532,157.3276,250.628,0,0,0,0,0,0,0.534684
379,1|IC21,140.5476,233.372,148.0826,240.468,0,0,0,0,0,0,0.534684
380,1|IC22,149.7926,233.372,157.3276,240.468,0,0,0,0,0,0,0.534684
381,1|IC23,141.8226,224.0545,148.2296,230.4815,0,0,0,0,0,0,0.411778
382,1|IC24,149.6456,224.0545,156.0526,230.4815,0,0,0,0,0,0,0.411778
383,1|IC25,141.8226,214.9105,148.2296,221.3375,0,0,0,0,0,0,0.411778
384,1|IC26,149.6456,214.9105,156.0526,221.3375,0,0,0,0,0,0,0.411778
385,1|IC27,164.0662,287.2465,171.1979,290.7335,0,0,0,0,0,0,0.248682
386,1|IC28,174.5312,287.2465,181.6629,290.7335,0,0,0,0,0,0,0.248682
387,1|IC29,164.0662,280.6935,171.1979,284.1805,0,0,0,0,0,0,0.248682
388,1|IC3,59.68528,204.3586,60.59445,212.0192,0,0,0,0,0,0,0.069648
389,1|IC30,174.5312,280.6935,181.6629,284.1805,0,0,0,0,0,0,0.248682
390,1|IC31,165.8886,260.9381,169.3756,268.0699,0,0,0,0,0,0,0.248686
391,1|IC32,171.1206,260.9381,174.6076,268.0699,0,0,0,0,0,0,0.248686
392,1|IC33,176.3536,260.9381,179.8406,268.0699,0,0,0,0,0,0,0.248686
393,1|IC34,165.8886,250.4991,169.3756,257.6308,0,0,0,0,0,0,0.248682
394,1|IC35,171.1206,250.4991,174.6076,257.6308,0,0,0,0,0,0,0.248682
395,1|IC36,176.3536,250.4991,179.8406,257.6308,0,0,0,0,0,0,0.248682
396,1|IC37,185.5634,240.321,192.8807,247.641,0,0,0,0,0,0,0.535626
397,1|IC38,194.4534,240.321,201.7707,247.6409,0,0,0,0,0,0,0.535619
398,1|IC39,166.9031,221.0623,182.839,236.4197,0,0,0,0,0,0,2.44734
399,1|IC4,56.97287,197.9852,64.6335,198.8944,0,0,0,0,0,0,0.06965
400,1|IC40,186.6234,220.773,201.9808,236.7089,0,0,0,0,0,0,2.44734
401,1|IC41,167.2621,207.7326,175.6221,216.7294,0,0,0,0,0,0,0.752132
402,1|IC42,179.0087,208.051,188.0055,216.411,0,0,0,0,0,0,0.752132
403,1|IC43,192.4315,208.0916,201.2527,216.3704,0,0,0,0,0,0,0.73029
404,1|IC44,171.7463,198.0692,183.8378,198.4528,0,0,0,0,0,0,0.046383
405,1|IC45,188.9991,199.318,191.9851,202.284,0,0,0,0,0,0,0.088565
406,1|IC46,189.0091,192.958,191.9751,195.944,0,0,0,0,0,0,0.088565
407,1|IC5,58.04502,188.5231,62.81902,194.5829,0,0,0,0,0,0,0.289295
408,1|IC6,58.9831,179.6891,63.7571,185.7489,0,0,0,0,0,0,0.289295
409,1|IC7,52.92972,157.0926,54.3944,163.8394,0,0,0,0,0,0,0.098819
410,1|IC8,57.99784,169.3935,63.80429,173.1285,0,0,0,0,0,0,0.216871
411,1|IC9,59.03352,161.3728,62.7686,167.1792,0,0,0,0,0,0,0.216874
412,1|L1,37.71016,153.3634,38.06937,170.143,0,0,0,0,0,0,0.060274
413,1|L10,72.99805,284.8015,76.41406,287.2345,0,0,0,0,0,0,0.083112
414,1|L11,77.62107,284.8015,81.03708,287.2345,0,0,0,0,0,0,0.083112
415,1|L12,82.75206,284.8015,86.16807,287.2345,0,0,0,0,0,0,0.083112
416,1|L13,73.27355,277.762,74.6986,280.762,0,0,0,0,0,0,0.042752
417,1|L14,75.71155,278.016,77.1366,281.016,0,0,0,0,0,0,0.042752
418,1|L15,78.65854,278.27,80.08359,281.27,0,0,0,0,0,0,0.042752
419,1|L16,82.11255,278.524,83.5376,281.524,0,0,0,0,0,0,0.042752
420,1|L17,73.27355,273.063,74.6986,276.063,0,0,0,0,0,0,0.042752
421,1|L18,75.71155,273.063,77.1366,276.063,0,0,0,0,0,0,0.042752
422,1|L19,78.65854,273.063,80.08359,276.063,0,0,0,0,0,0,0.042752
423,1|L2,72.76557,293.378,75.19857,296.794,0,0,0,0,0,0,0.083111
424,1|L20,82.11255,273.063,83.5376,276.063,0,0,0,0,0,0,0.042752
425,1|L21,71.94904,269.7315,74.94904,271.1565,0,0,0,0,0,0,0.04275
426,1|L22,76.64805,269.7315,79.64805,271.1565,0,0,0,0,0,0,0.04275
427,1|L23,81.85505,269.7315,84.85505,271.1565,0,0,0,0,0,0,0.04275
428,1|L24,73.35706,263.6985,74.59909,265.6655,0,0,0,0,0,0,0.024431
429,1|L25,75.08405,263.9525,76.32608,265.9195,0,0,0,0,0,0,0.024431
430,1|L26,77.31904,264.2065,78.56107,266.1735,0,0,0,0,0,0,0.024431
431,1|L27,80.06304,264.4605,81.30507,266.4275,0,0,0,0,0,0,0.024431
432,1|L28,73.35706,260.1935,74.59909,262.1605,0,0,0,0,0,0,0.024431
433,1|L29,75.08405,260.1935,76.32608,262.1605,0,0,0,0,0,0,0.024431
434,1|L3,75.99156,293.632,78.42456,297.048,0,0,0,0,0,0,0.083111
435,1|L30,77.31904,260.1935,78.56107,262.1605,0,0,0,0,0,0,0.024431
436,1|L31,80.06304,260.1935,81.30507,262.1605,0,0,0,0,0,0,0.024431
437,1|L32,72.59258,257.436,74.55958,258.678,0,0,0,0,0,0,0.02443
438,1|L33,76.09757,257.436,78.06458,258.678,0,0,0,0,0,0,0.02443
439,1|L34,80.11058,257.436,82.07758,258.678,0,0,0,0,0,0,0.02443
440,1|L35,73.60292,252.2782,74.35292,253.8282,0,0,0,0,0,0,0.011625
441,1|L36,75.07592,252.5322,75.82592,254.0822,0,0,0,0,0,0,0.011625
442,1|L37,77.05691,252.7862,77.80691,254.3362,0,0,0,0,0,0,0.011625
443,1|L38,79.54692,253.0402,80.29692,254.5902,0,0,0,0,0,0,0.011625
444,1|L39,73.60292,249.5862,74.35292,251.1362,0,0,0,0,0,0,0.011625
445,1|L4,79.72557,293.886,82.15857,297.302,0,0,0,0,0,0,0.083111
446,1|L40,75.07592,249.5862,75.82592,251.1362,0,0,0,0,0,0,0.011625
447,1|L41,77.05691,249.5862,77.80691,251.1362,0,0,0,0,0,0,0.011625
448,1|L43,73.23623,247.3952,74.78623,248.1452,0,0,0,0,0,0,0.011625
449,1|L44,75.92924,247.3952,77.47924,248.1452,0,0,0,0,0,0,0.011625
450,1|L45,79.12923,247.3952,80.67923,248.1452,0,0,0,0,0,0,0.011625
451,1|L5,83.96657,294.14,86.39957,297.556,0,0,0,0,0,0,0.083111
452,1|L52,79.54692,249.5862,80.29692,251.1362,0,0,0,0,0,0,0.011625
453,1|L6,72.76557,288.755,75.19857,292.171,0,0,0,0,0,0,0.083111
454,1|L7,75.99156,288.755,78.42456,292.171,0,0,0,0,0,0,0.083111
455,1|L8,79.72557,288.755,82.15857,292.171,0,0,0,0,0,0,0.083111
456,1|L9,83.96657,288.755,86.39957,292.171,0,0,0,0,0,0,0.083111
457,1|LED1,72.54457,239.9202,75.41957,243.2658,0,0,0,0,0,0,0.096186
458,1|LED10,77.99927,230.1485,81.34483,233.0235,0,0,0,0,0,0,0.096185
459,1|LED11,83.73929,230.1485,87.08485,233.0235,0,0,0,0,0,0,0.096185
460,1|LED12,73.16539,223.2006,74.74874,226.3053,0,0,0,0,0,0,0.049158
461,1|LED13,75.4004,223.4546,76.98375,226.5593,0,0,0,0,0,0,0.049158
462,1|LED14,78.14337,223.7086,79.72672,226.8133,0,0,0,0,0,0,0.049158
463,1|LED15,81.39439,223.9626,82.97774,227.0673,0,0,0,0,0,0,0.049158
464,1|LED16,73.16538,218.5786,74.74873,221.6833,0,0,0,0,0,0,0.049158
465,1|LED17,75.40039,218.5786,76.98374,221.6833,0,0,0,0,0,0,0.049158
466,1|LED18,78.14337,218.5786,79.72672,221.6833,0,0,0,0,0,0,0.049158
467,1|LED19,81.39438,218.5786,82.97773,221.6833,0,0,0,0,0,0,0.049158
468,1|LED2,75.99856,240.1742,78.87356,243.5198,0,0,0,0,0,0,0.096186
469,1|LED20,71.64269,215.4013,74.74737,216.9847,0,0,0,0,0,0,0.04916
470,1|LED21,76.2647,215.4013,79.36938,216.9847,0,0,0,0,0,0,0.04916
471,1|LED22,81.39569,215.4013,84.50037,216.9847,0,0,0,0,0,0,0.04916
472,1|LED23,73.34039,209.5815,74.62373,211.5285,0,0,0,0,0,0,0.024987
473,1|LED24,75.27039,209.8355,76.55373,211.7825,0,0,0,0,0,0,0.024987
474,1|LED25,77.70939,210.0895,78.99273,212.0365,0,0,0,0,0,0,0.024987
475,1|LED26,80.65538,210.3435,81.93872,212.2905,0,0,0,0,0,0,0.024987
476,1|LED27,73.34039,206.1775,74.62373,208.1245,0,0,0,0,0,0,0.024987
477,1|LED28,75.27039,206.1775,76.55373,208.1245,0,0,0,0,0,0,0.024987
478,1|LED29,77.70938,206.1775,78.99272,208.1245,0,0,0,0,0,0,0.024987
479,1|LED3,79.96157,240.4282,82.83657,243.7738,0,0,0,0,0,0,0.096186
480,1|LED30,80.65538,206.1775,81.93872,208.1245,0,0,0,0,0,0,0.024987
481,1|LED31,73.00855,203.3343,74.95555,204.6177,0,0,0,0,0,0,0.024988
482,1|LED32,76.41253,203.3343,78.35953,204.6177,0,0,0,0,0,0,0.024988
483,1|LED33,80.32353,203.3343,82.27053,204.6177,0,0,0,0,0,0,0.024988
484,1|LED34,73.55706,198.2476,74.40708,199.5443,0,0,0,0,0,0,0.011022
485,1|LED35,75.03005,198.5016,75.88007,199.7983,0,0,0,0,0,0,0.011022
486,1|LED36,77.01105,198.7556,77.86107,200.0523,0,0,0,0,0,0,0.011022
487,1|LED37,79.50106,199.0096,80.35108,200.3063,0,0,0,0,0,0,0.011022
488,1|LED38,73.55706,195.6066,74.40708,196.9033,0,0,0,0,0,0,0.011022
489,1|LED39,75.03005,195.6066,75.88007,196.9033,0,0,0,0,0,0,0.011022
490,1|LED4,84.43156,240.6822,87.30656,244.0278,0,0,0,0,0,0,0.096186
491,1|LED40,77.01105,195.6066,77.86107,196.9033,0,0,0,0,0,0,0.011022
492,1|LED41,79.50106,195.6066,80.35108,196.9033,0,0,0,0,0,0,0.011022
493,1|LED42,73.4097,193.264,74.70637,194.114,0,0,0,0,0,0,0.011022
494,1|LED43,76.0517,193.264,77.34837,194.114,0,0,0,0,0,0,0.011022
495,1|LED44,79.2007,193.264,80.49737,194.114,0,0,0,0,0,0,0.011022
496,1|LED5,72.54457,234.6882,75.41957,238.0338,0,0,0,0,0,0,0.096186
497,1|LED6,75.99856,234.6882,78.87356,238.0338,0,0,0,0,0,0,0.096186
498,1|LED7,79.96157,234.6882,82.83657,238.0338,0,0,0,0,0,0,0.096186
499,1|LED8,84.43156,234.6882,87.30656,238.0338,0,0,0,0,0,0,0.096186
500,1|LED9,72.76629,230.1485,76.11185,233.0235,0,0,0,0,0,0,0.096185
501,1|Q1,30.93705,221.6784,41.64607,237.1196,0,0,0,0,0,0,1.653601
502,1|Q2,115.6009,168.5693,122.5033,175.0333,0,0,0,0,0,0,0.446171
503,1|Q3,124.8519,168.8087,131.7543,175.2727,0,0,0,0,0,0,0.446171
504,1|R1,19.77472,219.1844,20.23286,219.3917,0,0,0,0,0,0,0.00095
505,1|R10,24.80233,217.7867,25.0097,218.2448,0,0,0,0,0,0,0.00095
506,1|R100,9.728007,167.7739,11.23214,170.8739,0,0,0,0,0,0,0.046628
507,1|R101,12.979,167.7739,14.48313,170.8739,0,0,0,0,0,0,0.046628
508,1|R102,15.97601,167.7739,17.48014,170.8739,0,0,0,0,0,0,0.046628
509,1|R103,18.72001,167.7739,20.22414,170.8739,0,0,0,0,0,0,0.046628
510,1|R104,21.20899,167.7739,22.71312,170.8739,0,0,0,0,0,0,0.046628
511,1|R105,23.44401,167.7739,24.94814,170.8739,0,0,0,0,0,0,0.046628
512,1|R106,25.552,167.7739,27.05613,170.8739,0,0,0,0,0,0,0.046628
513,1|R107,9.728007,161.9319,11.23214,165.0319,0,0,0,0,0,0,0.046628
514,1|R108,12.979,162.1859,14.48313,165.2859,0,0,0,0,0,0,0.046628
515,1|R109,15.97601,162.4399,17.48014,165.5399,0,0,0,0,0,0,0.046628
516,1|R11,25.56432,217.7867,25.77169,218.2448,0,0,0,0,0,0,0.00095
517,1|R110,18.72,162.6939,20.22413,165.7939,0,0,0,0,0,0,0.046628
518,1|R111,21.20901,162.9479,22.71314,166.0479,0,0,0,0,0,0,0.046628
519,1|R112,23.44399,163.2019,24.94812,166.3019,0,0,0,0,0,0,0.046628
520,1|R113,25.552,163.3289,27.05613,166.4289,0,0,0,0,0,0,0.046628
521,1|R114,36.6482,277.4242,38.73023,278.722,0,0,0,0,0,0,0.027021
522,1|R115,36.78,275.0101,39.05576,275.9266,0,0,0,0,0,0,0.020857
523,1|R116,37.39531,272.689,39.79564,273.1964,0,0,0,0,0,0,0.012179
524,1|R117,38.475,270.5328,40.92698,270.6157,0,0,0,0,0,0,0.002033
525,1|R118,39.98588,268.2607,42.415,268.6048,0,0,0,0,0,0,0.008359
526,1|R119,41.88355,266.204,44.216,266.9648,0,0,0,0,0,0,0.017745
527,1|R12,26.19932,217.7867,26.40669,218.2448,0,0,0,0,0,0,0.00095
528,1|R120,44.10954,264.508,46.27446,265.6622,0,0,0,0,0,0,0.024988
529,1|R121,46.59631,263.2244,48.52791,264.7371,0,0,0,0,0,0,0.029219
530,1|R122,49.26729,262.3929,50.90688,264.218,0,0,0,0,0,0,0.029924
531,1|R123,52.04306,262.0371,53.34083,264.1192,0,0,0,0,0,0,0.027021
532,1|R124,54.83842,262.1689,55.75493,264.4447,0,0,0,0,0,0,0.020858
533,1|R125,57.56761,262.7832,58.07502,265.1836,0,0,0,0,0,0,0.01218
534,1|R126,60.1494,263.863,60.23229,266.3149,0,0,0,0,0,0,0.002032
535,1|R127,62.16022,265.3748,62.50438,267.804,0,0,0,0,0,0,0.00836
536,1|R128,63.80031,267.2725,64.56105,269.6049,0,0,0,0,0,0,0.017744
537,1|R129,65.10291,269.4985,66.25712,271.6634,0,0,0,0,0,0,0.024987
538,1|R13,19.21432,215.2727,19.42169,215.7308,0,0,0,0,0,0,0.00095
539,1|R130,66.027,271.9842,67.53961,273.9158,0,0,0,0,0,0,0.029218
540,1|R131,66.54707,274.6562,68.37212,276.2958,0,0,0,0,0,0,0.029924
541,1|R132,66.64589,277.432,68.72792,278.7298,0,0,0,0,0,0,0.027021
542,1|R133,66.32037,280.2264,68.59613,281.1429,0,0,0,0,0,0,0.020857
543,1|R134,65.58048,282.9566,67.98081,283.464,0,0,0,0,0,0,0.012179
544,1|R135,64.45014,285.5383,66.90212,285.6212,0,0,0,0,0,0,0.002033
545,1|R136,62.96113,287.5481,65.39025,287.8923,0,0,0,0,0,0,0.008361
546,1|R137,61.16013,289.1882,63.49258,289.949,0,0,0,0,0,0,0.017745
547,1|R138,59.10166,290.4908,61.26658,291.645,0,0,0,0,0,0,0.024988
548,1|R139,56.84822,291.4159,58.77982,292.9285,0,0,0,0,0,0,0.029217
549,1|R14,20.99233,215.5267,21.1997,215.9848,0,0,0,0,0,0,0.00095
550,1|R140,54.46923,291.936,56.10882,293.7611,0,0,0,0,0,0,0.029924
551,1|R141,52.03529,292.0348,53.33306,294.1169,0,0,0,0,0,0,0.027021
552,1|R142,49.62118,291.7093,50.53769,293.9851,0,0,0,0,0,0,0.020858
553,1|R143,47.30111,290.9694,47.80852,293.3698,0,0,0,0,0,0,0.01218
554,1|R144,45.14383,289.8381,45.22672,292.29,0,0,0,0,0,0,0.002032
555,1|R145,42.87175,288.349,43.21591,290.7782,0,0,0,0,0,0,0.00836
556,1|R146,40.81508,286.548,41.57582,288.8805,0,0,0,0,0,0,0.017744
557,1|R147,39.12,284.4906,40.27421,286.6555,0,0,0,0,0,0,0.024987
558,1|R148,37.83651,282.2372,39.34912,284.1688,0,0,0,0,0,0,0.029218
559,1|R149,37.00401,279.8572,38.82906,281.4968,0,0,0,0,0,0,0.029924
560,1|R15,22.51632,215.7806,22.72369,216.2388,0,0,0,0,0,0,0.00095
561,1|R150,41.41684,277.6638,42.94985,278.4982,0,0,0,0,0,0,0.012791
562,1|R151,41.51541,275.9784,43.17003,276.5339,0,0,0,0,0,0,0.009191
563,1|R152,41.95229,274.3572,43.67824,274.617,0,0,0,0,0,0,0.004484
564,1|R153,42.71655,272.8062,44.46139,272.85,0,0,0,0,0,0,0.000764
565,1|R154,43.78352,271.1539,45.49423,271.5001,0,0,0,0,0,0,0.005922
566,1|R155,45.12067,269.713,46.74528,270.351,0,0,0,0,0,0,0.010365
567,1|R156,46.68766,268.5257,48.17681,269.4361,0,0,0,0,0,0,0.013557
568,1|R157,48.43748,267.6294,49.74591,268.7845,0,0,0,0,0,0,0.015114
569,1|R158,50.31632,267.0496,51.40428,268.4145,0,0,0,0,0,0,0.01485
570,1|R159,52.26684,266.8058,53.10127,268.3388,0,0,0,0,0,0,0.012792
571,1|R16,23.78632,216.0346,23.99369,216.4928,0,0,0,0,0,0,0.00095
572,1|R160,54.23016,266.9034,54.78571,268.558,0,0,0,0,0,0,0.009192
573,1|R161,56.14702,267.3412,56.4068,269.0672,0,0,0,0,0,0,0.004484
574,1|R162,57.91502,268.1045,57.95888,269.8493,0,0,0,0,0,0,0.000765
575,1|R163,59.26394,269.1715,59.61013,270.8822,0,0,0,0,0,0,0.005922
576,1|R164,60.41411,270.5086,61.0521,272.1332,0,0,0,0,0,0,0.010365
577,1|R165,61.32794,272.0766,62.23835,273.5657,0,0,0,0,0,0,0.013557
578,1|R166,61.98054,273.8254,63.1357,275.1338,0,0,0,0,0,0,0.015114
579,1|R167,62.3506,275.7043,63.71542,276.7922,0,0,0,0,0,0,0.014848
580,1|R168,62.42627,277.6558,63.95928,278.4902,0,0,0,0,0,0,0.012791
581,1|R169,62.20709,279.6191,63.86171,280.1746,0,0,0,0,0,0,0.009191
582,1|R17,24.80233,216.2886,25.0097,216.7468,0,0,0,0,0,0,0.00095
583,1|R170,61.69789,281.536,63.42384,281.7958,0,0,0,0,0,0,0.004484
584,1|R171,60.91473,283.304,62.65957,283.3478,0,0,0,0,0,0,0.000764
585,1|R172,59.8829,284.6529,61.59361,284.9991,0,0,0,0,0,0,0.005922
586,1|R173,58.63086,285.802,60.25547,286.44,0,0,0,0,0,0,0.010365
587,1|R174,57.19931,286.7169,58.68846,287.6273,0,0,0,0,0,0,0.013557
588,1|R175,55.63022,287.3685,56.93865,288.5236,0,0,0,0,0,0,0.015114
589,1|R176,53.97184,287.7385,55.0598,289.1034,0,0,0,0,0,0,0.01485
590,1|R177,52.27485,287.8152,53.10928,289.3482,0,0,0,0,0,0,0.012792
591,1|R178,50.59041,287.595,51.14596,289.2496,0,0,0,0,0,0,0.009192
592,1|R179,48.96933,287.0858,49.22911,288.8118,0,0,0,0,0,0,0.004484
593,1|R18,25.56432,216.5426,25.77169,217.0008,0,0,0,0,0,0,0.00095
594,1|R180,47.41724,286.3037,47.4611,288.0485,0,0,0,0,0,0,0.000765
595,1|R181,45.76601,285.2708,46.1122,286.9815,0,0,0,0,0,0,0.005922
596,1|R182,44.32503,284.0198,44.96302,285.6444,0,0,0,0,0,0,0.010365
597,1|R183,43.13777,282.5883,44.04818,284.0774,0,0,0,0,0,0,0.013557
598,1|R184,42.24043,281.0192,43.39559,282.3276,0,0,0,0,0,0,0.015114
599,1|R185,41.6617,279.3608,43.02652,280.4487,0,0,0,0,0,0,0.014848
600,1|R186,45.21168,277.8443,46.16677,278.3095,0,0,0,0,0,0,0.004443
601,1|R187,45.28454,276.7149,46.30591,277.0073,0,0,0,0,0,0,0.002986
602,1|R188,45.58289,275.627,46.63951,275.7376,0,0,0,0,0,0,0.001169
603,1|R189,46.09724,274.5402,47.157,274.6148,0,0,0,0,0,0,0.000791
604,1|R19,26.19932,216.6697,26.40669,217.1278,0,0,0,0,0,0,0.00095
605,1|R190,46.81167,273.4489,47.84238,273.7064,0,0,0,0,0,0,0.002654
606,1|R191,47.70473,272.4985,48.67507,272.9311,0,0,0,0,0,0,0.004198
607,1|R192,48.7485,271.7177,49.62897,272.3122,0,0,0,0,0,0,0.005234
608,1|R193,49.91262,271.1309,50.67649,271.8692,0,0,0,0,0,0,0.00564
609,1|R194,51.16134,270.7542,51.78539,271.614,0,0,0,0,0,0,0.005366
610,1|R195,52.45553,270.6006,52.9208,271.5557,0,0,0,0,0,0,0.004444
611,1|R196,53.75779,270.6735,54.05014,271.6948,0,0,0,0,0,0,0.002986
612,1|R197,55.02649,270.9718,55.13704,272.0284,0,0,0,0,0,0,0.001168
613,1|R198,56.15027,271.4852,56.22487,272.5449,0,0,0,0,0,0,0.000791
614,1|R199,57.05864,272.1996,57.31614,273.2303,0,0,0,0,0,0,0.002654
615,1|R2,21.52773,219.1844,21.98587,219.3917,0,0,0,0,0,0,0.00095
616,1|R20,18.4713,212.2164,19.09824,212.5938,0,0,0,0,0,0,0.002366
617,1|R200,57.83295,273.0927,58.26552,274.063,0,0,0,0,0,0,0.004197
618,1|R201,58.45186,274.1374,59.04635,275.0179,0,0,0,0,0,0,0.005234
619,1|R202,58.89582,275.3005,59.63418,276.0644,0,0,0,0,0,0,0.00564
620,1|R203,59.15104,276.5493,60.01082,277.1733,0,0,0,0,0,0,0.005365
621,1|R204,59.20935,277.8445,60.16444,278.3097,0,0,0,0,0,0,0.004443
622,1|R205,59.07021,279.1457,60.09158,279.4381,0,0,0,0,0,0,0.002986
623,1|R206,58.73662,280.4154,59.79324,280.526,0,0,0,0,0,0,0.001169
624,1|R207,58.21912,281.5392,59.27888,281.6138,0,0,0,0,0,0,0.000791
625,1|R208,57.53374,282.4466,58.56445,282.7041,0,0,0,0,0,0,0.002654
626,1|R209,56.70206,283.2219,57.6724,283.6545,0,0,0,0,0,0,0.004198
627,1|R21,20.60429,212.2164,21.23123,212.5938,0,0,0,0,0,0,0.002366
628,1|R210,55.74715,283.8408,56.62762,284.4353,0,0,0,0,0,0,0.005234
629,1|R211,54.69963,284.2838,55.4635,285.0221,0,0,0,0,0,0,0.00564
630,1|R212,53.59173,284.539,54.21578,285.3988,0,0,0,0,0,0,0.005366
631,1|R213,52.45532,284.5983,52.92059,285.5534,0,0,0,0,0,0,0.004444
632,1|R214,51.32698,284.4582,51.61933,285.4795,0,0,0,0,0,0,0.002986
633,1|R215,50.23908,284.1246,50.34963,285.1812,0,0,0,0,0,0,0.001168
634,1|R216,49.15125,283.608,49.22585,284.6678,0,0,0,0,0,0,0.000791
635,1|R217,48.06099,282.9227,48.31849,283.9534,0,0,0,0,0,0,0.002654
636,1|R218,47.1106,282.09,47.54317,283.0603,0,0,0,0,0,0,0.004197
637,1|R219,46.32977,281.1361,46.92426,282.0166,0,0,0,0,0,0,0.005234
